run_id,result,last_wave,duration_ms,recoveries,errors,hangs,failure_category
run_1785425784_629,defeat,7,270463,1,0,0,
run_1785426056_75789,defeat,5,153718,0,0,0,
run_1785426639_60102,defeat,9,404950,3,0,0,
run_1785427045_28943,defeat,9,385495,3,0,0,
run_1785427432_47067,defeat,7,275397,1,0,0,
run_1785427708_37702,defeat,20,1143915,14,0,0,
run_1785428854_50224,defeat,11,544741,5,0,0,
run_1785429400_16906,defeat,7,272020,1,0,0,
