run_id,result,last_wave,duration_ms,recoveries,errors,hangs,failure_category
run_1785754965_28036,defeat,18,998370,12,0,0,
run_1785755965_44537,defeat,9,398198,3,0,0,
run_1785756364_37779,defeat,7,298955,1,0,0,
run_1785756664_17215,defeat,11,532077,5,0,0,
run_1785757198_83975,defeat,11,542757,5,0,0,
run_1785757742_9445,defeat,14,756748,8,0,0,
run_1785758500_77660,defeat,9,407950,3,0,0,
run_1785758909_7977,defeat,9,409336,3,0,0,
