run_id,result,last_wave,duration_ms,recoveries,errors,hangs,failure_category
run_1785567828_61,defeat,14,807706,8,0,0,
run_1785568637_93525,defeat,17,1034785,11,0,0,
run_1785569674_29928,defeat,11,554270,5,0,0,
run_1785570229_51671,defeat,10,482265,4,0,0,
run_1785570713_41071,defeat,18,1086549,12,0,0,
run_1785571801_43520,defeat,1,19611,0,0,0,
run_1785571821_77036,defeat,10,491495,4,0,0,
run_1785572314_13440,defeat,7,279467,1,0,0,
