run_id,result,last_wave,duration_ms,recoveries,errors,hangs,failure_category
run_1785633888_90338,defeat,20,1195849,14,0,0,
run_1785635085_92497,defeat,15,817507,9,0,0,
run_1785635904_6884,defeat,17,941839,11,0,0,
run_1785636847_70780,defeat,19,1086866,13,0,0,
run_1785637936_82096,defeat,13,663205,7,0,0,
run_1785638600_68808,defeat,20,1120882,14,0,0,
run_1785639722_79370,defeat,17,902364,11,0,0,
run_1785640626_54101,victory,20,1206520,14,0,0,
