run_id,result,last_wave,duration_ms,recoveries,errors,hangs,failure_category
run_1785641979_68874,defeat,17,963367,11,0,0,
run_1785642943_709,defeat,17,991506,11,0,0,
run_1785643936_33816,defeat,16,885821,10,0,0,
run_1785644823_38614,defeat,17,929548,11,0,0,
run_1785645754_68128,defeat,13,677278,7,0,0,
run_1785646433_42407,defeat,10,494089,4,0,0,
run_1785646928_99861,defeat,17,950963,11,0,0,
run_1785647880_93691,defeat,13,683669,7,0,0,
