run_id,result,last_wave,duration_ms,recoveries,errors,hangs,failure_category
run_1785453239_78932,defeat,10,468004,4,0,0,
run_1785453708_53918,defeat,10,463380,4,0,0,
run_1785454173_52130,defeat,10,449271,4,0,0,
run_1785454624_34006,defeat,13,684057,7,0,0,
run_1785455309_73919,victory,20,1166106,14,0,0,
